"County Population by Age, Race, Hispanic origin, and Gender:  April 1, 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,Race,Gender,Hispanic origin,0-4,5-9,10-14,15-19,15-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 and up,All Ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Black,Female,Nonhispanic,164,240,271,247,156,91,192,162,197,248,229,192,133,103,108,97,80,59,32,52,"2,806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Black,Female,Hispanic,3,3,3,5,4,1,1,1,2,3,6,3,3,2,0,2,2,1,1,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Black,Female,Both,167,243,274,252,160,92,193,163,199,251,235,195,136,105,108,99,82,60,33,52,"2,847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Black,Both Sexes,Nonhispanic,353,485,576,582,361,221,612,784,732,778,603,484,306,210,225,183,137,105,60,78,"7,293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Black,Both Sexes,Hispanic,6,5,6,9,6,3,14,31,30,29,29,17,14,8,4,5,2,1,2,0,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Black,Both Sexes,Both,359,490,582,591,367,224,626,815,762,807,632,501,320,218,229,188,139,106,62,78,"7,505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Other,Male,Nonhispanic,13,11,13,12,7,5,22,27,29,29,29,29,17,14,13,12,13,1,1,1,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Other,Male,Hispanic,5,2,1,1,1,0,4,16,15,14,6,4,0,4,3,0,0,0,1,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Other,Male,Both,18,13,14,13,8,5,26,43,44,43,35,33,17,18,16,12,13,1,2,2,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Other,Female,Nonhispanic,11,7,11,11,7,4,10,20,20,19,27,25,19,14,29,19,5,9,2,0,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Other,Female,Hispanic,2,3,4,1,0,1,0,2,0,0,2,0,2,1,0,0,0,1,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Other,Female,Both,13,10,15,12,7,5,10,22,20,19,29,25,21,15,29,19,5,10,2,0,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Other,Both Sexes,Nonhispanic,24,18,24,23,14,9,32,47,49,48,56,54,36,28,42,31,18,10,3,1,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Other,Both Sexes,Hispanic,7,5,5,2,1,1,4,18,15,14,8,4,2,5,3,0,0,1,1,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,Other,Both Sexes,Both,31,23,29,25,15,10,36,65,64,62,64,58,38,33,45,31,18,11,4,2,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,All Races,Male,Nonhispanic,"1,013","1,138","1,230","1,232",788,444,"1,213","1,476","1,580","1,738","1,554","1,403","1,410","1,540","2,253","2,614","2,100","1,351",706,283,"25,834",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,All Races,Male,Hispanic,102,83,63,84,50,34,178,327,313,374,252,251,137,129,94,52,26,7,2,4,"2,478",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,All Races,Male,Both,"1,115","1,221","1,293","1,316",838,478,"1,391","1,803","1,893","2,112","1,806","1,654","1,547","1,669","2,347","2,666","2,126","1,358",708,287,"28,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,All Races,Female,Nonhispanic,912,"1,116","1,098","1,086",695,391,834,911,962,"1,272","1,375","1,235","1,474","1,981","2,504","2,619","2,020","1,411",766,579,"24,155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,All Races,Female,Hispanic,81,86,72,65,43,22,55,78,74,63,64,53,44,36,29,34,16,16,7,5,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,All Races,Female,Both,993,"1,202","1,170","1,151",738,413,889,989,"1,036","1,335","1,439","1,288","1,518","2,017","2,533","2,653","2,036","1,427",773,584,"25,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,All Races,Both Sexes,Nonhispanic,"1,925","2,254","2,328","2,318","1,483",835,"2,047","2,387","2,542","3,010","2,929","2,638","2,884","3,521","4,757","5,233","4,120","2,762","1,472",862,"49,989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,All Races,Both Sexes,Hispanic,183,169,135,149,93,56,233,405,387,437,316,304,181,165,123,86,42,23,9,9,"3,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter,All Races,Both Sexes,Both,"2,108","2,423","2,463","2,467","1,576",891,"2,280","2,792","2,929","3,447","3,245","2,942","3,065","3,686","4,880","5,319","4,162","2,785","1,481",871,"53,345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,White,Male,Nonhispanic,796,913,938,977,605,372,666,735,758,957,989,988,992,910,897,722,648,490,264,170,"13,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,White,Male,Hispanic,80,67,56,139,63,76,196,151,107,75,44,33,37,23,14,17,5,7,5,0,"1,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,White,Male,Both,876,980,994,"1,116",668,448,862,886,865,"1,032","1,033","1,021","1,029",933,911,739,653,497,269,170,"14,866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,White,Female,Nonhispanic,799,837,883,977,607,370,703,714,807,958,"1,105","1,030","1,091",927,891,800,792,579,404,457,"14,754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,White,Female,Hispanic,78,54,39,65,28,37,64,56,34,37,31,21,29,9,8,8,8,6,2,4,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,White,Female,Both,877,891,922,"1,042",635,407,767,770,841,995,"1,136","1,051","1,120",936,899,808,800,585,406,461,"15,307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,White,Both Sexes,Nonhispanic,"1,595","1,750","1,821","1,954","1,212",742,"1,369","1,449","1,565","1,915","2,094","2,018","2,083","1,837","1,788","1,522","1,440","1,069",668,627,"28,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,White,Both Sexes,Hispanic,158,121,95,204,91,113,260,207,141,112,75,54,66,32,22,25,13,13,7,4,"1,609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,White,Both Sexes,Both,"1,753","1,871","1,916","2,158","1,303",855,"1,629","1,656","1,706","2,027","2,169","2,072","2,149","1,869","1,810","1,547","1,453","1,082",675,631,"30,173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Black,Male,Nonhispanic,139,197,210,210,133,77,143,102,101,126,144,113,95,78,85,66,42,35,29,16,"1,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Black,Male,Hispanic,5,3,3,6,2,4,3,1,2,0,1,1,0,0,4,0,0,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Black,Male,Both,144,200,213,216,135,81,146,103,103,126,145,114,95,78,89,66,42,35,29,16,"1,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Black,Female,Nonhispanic,179,217,198,203,128,75,142,112,141,159,168,144,117,121,112,73,62,60,45,61,"2,314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Black,Female,Hispanic,0,5,4,0,0,0,1,3,1,2,0,1,4,0,4,1,0,0,1,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Black,Female,Both,179,222,202,203,128,75,143,115,142,161,168,145,121,121,116,74,62,60,46,61,"2,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Black,Both Sexes,Nonhispanic,318,414,408,413,261,152,285,214,242,285,312,257,212,199,197,139,104,95,74,77,"4,245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Black,Both Sexes,Hispanic,5,8,7,6,2,4,4,4,3,2,1,2,4,0,8,1,0,0,1,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Black,Both Sexes,Both,323,422,415,419,263,156,289,218,245,287,313,259,216,199,205,140,104,95,75,77,"4,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Other,Male,Nonhispanic,13,11,11,22,13,9,8,12,11,11,8,14,13,11,4,5,3,0,3,1,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Other,Male,Hispanic,3,1,0,2,1,1,5,6,2,3,2,1,0,0,0,0,0,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Other,Male,Both,16,12,11,24,14,10,13,18,13,14,10,15,13,11,4,5,3,0,3,1,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Other,Female,Nonhispanic,5,6,14,21,17,4,5,12,9,26,20,14,11,8,6,6,6,1,0,1,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Other,Female,Hispanic,2,4,2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Other,Female,Both,7,10,16,21,17,4,7,12,10,26,20,14,12,9,6,6,6,1,0,1,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Other,Both Sexes,Nonhispanic,18,17,25,43,30,13,13,24,20,37,28,28,24,19,10,11,9,1,3,2,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Other,Both Sexes,Hispanic,5,5,2,2,1,1,7,6,3,3,2,1,1,1,0,0,0,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,Other,Both Sexes,Both,23,22,27,45,31,14,20,30,23,40,30,29,25,20,10,11,9,1,3,2,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,All Races,Male,Nonhispanic,948,"1,121","1,159","1,209",751,458,817,849,870,"1,094","1,141","1,115","1,100",999,986,793,693,525,296,187,"15,902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,All Races,Male,Hispanic,88,71,59,147,66,81,204,158,111,78,47,35,37,23,18,17,5,7,5,0,"1,110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,All Races,Male,Both,"1,036","1,192","1,218","1,356",817,539,"1,021","1,007",981,"1,172","1,188","1,150","1,137","1,022","1,004",810,698,532,301,187,"17,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,All Races,Female,Nonhispanic,983,"1,060","1,095","1,201",752,449,850,838,957,"1,143","1,293","1,188","1,219","1,056","1,009",879,860,640,449,519,"17,239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,All Races,Female,Hispanic,80,63,45,65,28,37,67,59,36,39,31,22,34,10,12,9,8,6,3,4,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,All Races,Female,Both,"1,063","1,123","1,140","1,266",780,486,917,897,993,"1,182","1,324","1,210","1,253","1,066","1,021",888,868,646,452,523,"17,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,All Races,Both Sexes,Nonhispanic,"1,931","2,181","2,254","2,410","1,503",907,"1,667","1,687","1,827","2,237","2,434","2,303","2,319","2,055","1,995","1,672","1,553","1,165",745,706,"33,141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,All Races,Both Sexes,Hispanic,168,134,104,212,94,118,271,217,147,117,78,57,71,33,30,26,13,13,8,4,"1,703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee,All Races,Both Sexes,Both,"2,099","2,315","2,358","2,622","1,597","1,025","1,938","1,904","1,974","2,354","2,512","2,360","2,390","2,088","2,025","1,698","1,566","1,178",753,710,"34,844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,White,Male,Nonhispanic,446,478,552,524,324,200,366,466,480,579,575,560,560,498,376,349,324,202,105,80,"7,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,White,Male,Hispanic,14,10,10,14,7,7,21,25,14,10,11,10,6,6,2,0,0,3,0,0,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,White,Male,Both,460,488,562,538,331,207,387,491,494,589,586,570,566,504,378,349,324,205,105,80,"7,676",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,White,Female,Nonhispanic,403,454,516,511,334,177,374,439,429,538,540,532,557,478,417,409,320,249,154,159,"7,479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,White,Female,Hispanic,15,11,4,7,4,3,7,6,3,7,3,4,7,4,1,1,3,2,1,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,White,Female,Both,418,465,520,518,338,180,381,445,432,545,543,536,564,482,418,410,323,251,155,159,"7,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,White,Both Sexes,Nonhispanic,849,932,"1,068","1,035",658,377,740,905,909,"1,117","1,115","1,092","1,117",976,793,758,644,451,259,239,"14,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,White,Both Sexes,Hispanic,29,21,14,21,11,10,28,31,17,17,14,14,13,10,3,1,3,5,1,0,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,White,Both Sexes,Both,878,953,"1,082","1,056",669,387,768,936,926,"1,134","1,129","1,106","1,130",986,796,759,647,456,260,239,"15,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Black,Male,Nonhispanic,126,138,163,156,89,67,167,212,168,217,188,151,92,57,48,35,34,18,15,7,"1,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Black,Male,Hispanic,1,0,1,3,2,1,4,5,0,2,3,1,0,0,0,0,0,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Black,Male,Both,127,138,164,159,91,68,171,217,168,219,191,152,92,57,48,35,34,18,15,7,"2,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Black,Female,Nonhispanic,116,182,158,138,90,48,117,105,85,118,130,119,87,66,49,57,52,37,31,39,"1,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Black,Female,Hispanic,0,2,7,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Black,Female,Both,116,184,165,139,91,48,117,106,86,119,130,121,87,66,49,57,52,37,31,39,"1,701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Black,Both Sexes,Nonhispanic,242,320,321,294,179,115,284,317,253,335,318,270,179,123,97,92,86,55,46,46,"3,678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Black,Both Sexes,Hispanic,1,2,8,4,3,1,4,6,1,3,3,3,0,0,0,0,0,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Black,Both Sexes,Both,243,322,329,298,182,116,288,323,254,338,321,273,179,123,97,92,86,55,46,46,"3,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Other,Male,Nonhispanic,10,5,12,13,11,2,10,12,14,5,10,13,9,8,4,2,2,2,2,0,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Other,Male,Hispanic,0,2,1,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Other,Male,Both,10,7,13,13,11,2,12,12,20,6,10,13,9,8,4,2,2,2,2,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Other,Female,Nonhispanic,8,5,12,11,4,7,8,10,12,6,15,27,11,8,4,5,7,0,1,1,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Other,Female,Hispanic,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Other,Female,Both,8,7,13,11,4,7,8,10,13,6,15,27,12,8,5,5,7,0,1,1,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Other,Both Sexes,Nonhispanic,18,10,24,24,15,9,18,22,26,11,25,40,20,16,8,7,9,2,3,1,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Other,Both Sexes,Hispanic,0,4,2,0,0,0,2,0,7,1,0,0,1,0,1,0,0,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Other,Both Sexes,Both,18,14,26,24,15,9,20,22,33,12,25,40,21,16,9,7,9,2,3,1,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,All Races,Male,Nonhispanic,582,621,727,693,424,269,543,690,662,801,773,724,661,563,428,386,360,222,122,87,"9,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,All Races,Male,Hispanic,15,12,12,17,9,8,27,30,20,13,14,11,6,6,2,0,0,3,0,0,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,All Races,Male,Both,597,633,739,710,433,277,570,720,682,814,787,735,667,569,430,386,360,225,122,87,"9,833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,All Races,Female,Nonhispanic,527,641,686,660,428,232,499,554,526,662,685,678,655,552,470,471,379,286,186,199,"9,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,All Races,Female,Hispanic,15,15,12,8,5,3,7,7,5,8,3,6,8,4,2,1,3,2,1,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,All Races,Female,Both,542,656,698,668,433,235,506,561,531,670,688,684,663,556,472,472,382,288,187,199,"9,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,All Races,Both Sexes,Nonhispanic,"1,109","1,262","1,413","1,353",852,501,"1,042","1,244","1,188","1,463","1,458","1,402","1,316","1,115",898,857,739,508,308,286,"18,961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,All Races,Both Sexes,Hispanic,30,27,24,25,14,11,34,37,25,21,17,17,14,10,4,1,3,5,1,0,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,All Races,Both Sexes,Both,"1,139","1,289","1,437","1,378",866,512,"1,076","1,281","1,213","1,484","1,475","1,419","1,330","1,125",902,858,742,513,309,286,"19,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,White,Male,Nonhispanic,299,319,387,369,230,139,321,458,545,706,605,546,415,286,198,154,121,70,38,18,"5,855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,White,Male,Hispanic,6,10,5,20,6,14,16,39,54,50,41,27,16,10,8,8,6,1,1,1,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,White,Male,Both,305,329,392,389,236,153,337,497,599,756,646,573,431,296,206,162,127,71,39,19,"6,174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,White,Female,Nonhispanic,280,278,328,343,227,116,234,251,269,338,314,279,222,186,156,135,110,85,49,42,"3,899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,White,Female,Hispanic,10,11,5,8,5,3,3,10,4,7,4,2,6,2,4,1,1,0,1,0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,White,Female,Both,290,289,333,351,232,119,237,261,273,345,318,281,228,188,160,136,111,85,50,42,"3,978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,White,Both Sexes,Nonhispanic,579,597,715,712,457,255,555,709,814,"1,044",919,825,637,472,354,289,231,155,87,60,"9,754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,White,Both Sexes,Hispanic,16,21,10,28,11,17,19,49,58,57,45,29,22,12,12,9,7,1,2,1,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,White,Both Sexes,Both,595,618,725,740,468,272,574,758,872,"1,101",964,854,659,484,366,298,238,156,89,61,"10,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Black,Male,Nonhispanic,58,66,77,92,52,40,191,284,342,392,331,208,133,68,33,40,14,10,7,6,"2,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Black,Male,Hispanic,0,2,0,0,0,0,6,9,12,9,4,5,2,1,1,0,0,0,0,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Black,Male,Both,58,68,77,92,52,40,197,293,354,401,335,213,135,69,34,40,14,10,7,6,"2,403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Black,Female,Nonhispanic,80,70,67,77,47,30,43,41,38,55,55,36,47,30,16,22,18,9,12,11,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Black,Female,Hispanic,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Black,Female,Both,80,71,67,77,47,30,43,41,39,55,55,36,47,30,16,22,18,9,12,11,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Black,Both Sexes,Nonhispanic,138,136,144,169,99,70,234,325,380,447,386,244,180,98,49,62,32,19,19,17,"3,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Black,Both Sexes,Hispanic,0,3,0,0,0,0,6,9,13,9,4,5,2,1,1,0,0,0,0,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Black,Both Sexes,Both,138,139,144,169,99,70,240,334,393,456,390,249,182,99,50,62,32,19,19,17,"3,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Other,Male,Nonhispanic,1,0,2,3,1,2,4,11,19,14,7,9,7,4,4,3,2,1,1,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Other,Male,Hispanic,0,0,0,1,0,1,2,3,4,5,3,4,2,0,0,0,0,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Other,Male,Both,1,0,2,4,1,3,6,14,23,19,10,13,9,4,4,3,2,1,1,0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Other,Female,Nonhispanic,3,0,4,1,0,1,3,1,4,3,2,5,3,3,3,2,1,1,1,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Other,Female,Hispanic,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Other,Female,Both,3,0,4,1,0,1,3,1,4,4,2,6,3,3,3,2,1,1,1,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Other,Both Sexes,Nonhispanic,4,0,6,4,1,3,7,12,23,17,9,14,10,7,7,5,3,2,2,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Other,Both Sexes,Hispanic,0,0,0,1,0,1,2,3,4,6,3,5,2,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,Other,Both Sexes,Both,4,0,6,5,1,4,9,15,27,23,12,19,12,7,7,5,3,2,2,0,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,All Races,Male,Nonhispanic,358,385,466,464,283,181,516,753,906,"1,112",943,763,555,358,235,197,137,81,46,24,"8,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,All Races,Male,Hispanic,6,12,5,21,6,15,24,51,70,64,48,36,20,11,9,8,6,1,1,1,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,All Races,Male,Both,364,397,471,485,289,196,540,804,976,"1,176",991,799,575,369,244,205,143,82,47,25,"8,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,All Races,Female,Nonhispanic,363,348,399,421,274,147,280,293,311,396,371,320,272,219,175,159,129,95,62,53,"4,666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,All Races,Female,Hispanic,10,12,5,8,5,3,3,10,5,8,4,3,6,2,4,1,1,0,1,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,All Races,Female,Both,373,360,404,429,279,150,283,303,316,404,375,323,278,221,179,160,130,95,63,53,"4,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,All Races,Both Sexes,Nonhispanic,721,733,865,885,557,328,796,"1,046","1,217","1,508","1,314","1,083",827,577,410,356,266,176,108,77,"12,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,All Races,Both Sexes,Hispanic,16,24,10,29,11,18,27,61,75,72,52,39,26,13,13,9,7,1,2,1,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union,All Races,Both Sexes,Both,737,757,875,914,568,346,823,"1,107","1,292","1,580","1,366","1,122",853,590,423,365,273,177,110,78,"13,442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volusia,White,Male,Nonhispanic,"7,948","9,528","10,554","10,662","6,204","4,458","9,385","8,808","10,179","12,695","13,431","12,653","12,187","10,244","9,768","10,493","10,621","9,210","5,651","3,494","177,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volusia,White,Male,Hispanic,"1,149","1,225","1,185","1,357",779,578,"1,507","1,192","1,151","1,040",999,719,592,435,368,417,352,216,117,87,"14,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volusia,White,Male,Both,"9,097","10,753","11,739","12,019","6,983","5,036","10,892","10,000","11,330","13,735","14,430","13,372","12,779","10,679","10,136","10,910","10,973","9,426","5,768","3,581","191,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volusia,White,Female,Nonhispanic,"7,669","9,033","9,821","9,635","5,838","3,797","8,011","8,253","9,929","12,806","13,684","13,234","12,863","11,473","11,315","11,859","12,683","11,582","7,920","7,106","188,876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volusia,White,Female,Hispanic,"1,084","1,107","1,126","1,092",655,437,"1,041",975,981,"1,042",931,754,663,518,485,490,388,234,144,130,"13,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volusia,White,Female,Both,"8,753","10,140","10,947","10,727","6,493","4,234","9,052","9,228","10,910","13,848","14,615","13,988","13,526","11,991","11,800","12,349","13,071","11,816","8,064","7,236","202,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volusia,White,Both Sexes,Nonhispanic,"15,617","18,561","20,375","20,297","12,042","8,255","17,396","17,061","20,108","25,501","27,115","25,887","25,050","21,717","21,083","22,352","23,304","20,792","13,571","10,600","366,387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
