"County Population by Age, Race, Hispanic origin, and Gender:  April 1, 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,Race,Gender,Hispanic origin,0-4,5-9,10-14,15-19,15-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 and up,All Ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,White,Male,Nonhispanic,"3,415","3,634","3,968","7,138","2,484","4,654","13,125","6,730","4,877","4,898","5,096","5,259","4,909","3,380","2,381","2,046","1,861","1,514","1,017",577,"75,825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,White,Male,Hispanic,274,292,319,799,201,598,"1,648",656,370,335,265,210,162,82,74,76,57,46,21,13,"5,699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,White,Male,Both,"3,689","3,926","4,287","7,937","2,685","5,252","14,773","7,386","5,247","5,233","5,361","5,469","5,071","3,462","2,455","2,122","1,918","1,560","1,038",590,"81,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,White,Female,Nonhispanic,"3,212","3,360","3,798","7,820","2,366","5,454","12,919","5,509","4,386","5,001","5,521","5,620","4,847","3,553","2,696","2,337","2,421","2,240","1,560","1,458","78,258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,White,Female,Hispanic,308,285,316,935,216,719,"1,513",518,378,318,343,251,170,106,124,89,71,45,36,36,"5,842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,White,Female,Both,"3,520","3,645","4,114","8,755","2,582","6,173","14,432","6,027","4,764","5,319","5,864","5,871","5,017","3,659","2,820","2,426","2,492","2,285","1,596","1,494","84,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,White,Both Sexes,Nonhispanic,"6,627","6,994","7,766","14,958","4,850","10,108","26,044","12,239","9,263","9,899","10,617","10,879","9,756","6,933","5,077","4,383","4,282","3,754","2,577","2,035","154,083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,White,Both Sexes,Hispanic,582,577,635,"1,734",417,"1,317","3,161","1,174",748,653,608,461,332,188,198,165,128,91,57,49,"11,541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,White,Both Sexes,Both,"7,209","7,571","8,401","16,692","5,267","11,425","29,205","13,413","10,011","10,552","11,225","11,340","10,088","7,121","5,275","4,548","4,410","3,845","2,634","2,084","165,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Black,Male,Nonhispanic,"1,765","2,143","2,036","2,167","1,172",995,"2,016","1,402","1,230","1,413","1,398","1,167",884,655,519,452,293,217,146,111,"20,014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Black,Male,Hispanic,44,34,34,51,20,31,61,29,31,24,7,13,11,6,4,3,2,2,2,1,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Black,Male,Both,"1,809","2,177","2,070","2,218","1,192","1,026","2,077","1,431","1,261","1,437","1,405","1,180",895,661,523,455,295,219,148,112,"20,373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Black,Female,Nonhispanic,"1,686","1,928","2,078","2,360","1,075","1,285","2,485","1,509","1,473","1,653","1,621","1,398","1,087",750,695,519,450,386,239,284,"22,601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Black,Female,Hispanic,37,32,33,65,19,46,65,25,23,31,16,16,5,3,6,5,3,0,0,1,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Black,Female,Both,"1,723","1,960","2,111","2,425","1,094","1,331","2,550","1,534","1,496","1,684","1,637","1,414","1,092",753,701,524,453,386,239,285,"22,967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Black,Both Sexes,Nonhispanic,"3,451","4,071","4,114","4,527","2,247","2,280","4,501","2,911","2,703","3,066","3,019","2,565","1,971","1,405","1,214",971,743,603,385,395,"42,615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Black,Both Sexes,Hispanic,81,66,67,116,39,77,126,54,54,55,23,29,16,9,10,8,5,2,2,2,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Black,Both Sexes,Both,"3,532","4,137","4,181","4,643","2,286","2,357","4,627","2,965","2,757","3,121","3,042","2,594","1,987","1,414","1,224",979,748,605,387,397,"43,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Other,Male,Nonhispanic,179,173,174,462,93,369,"1,124",664,517,306,195,158,142,101,61,61,29,20,13,9,"4,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Other,Male,Hispanic,9,5,2,18,4,14,41,12,4,6,6,6,2,3,0,3,0,1,1,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Other,Male,Both,188,178,176,480,97,383,"1,165",676,521,312,201,164,144,104,61,64,29,21,14,10,"4,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Other,Female,Nonhispanic,226,196,172,525,97,428,984,589,458,308,232,197,156,108,85,54,36,19,22,9,"4,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Other,Female,Hispanic,6,7,7,14,4,10,30,8,9,6,4,2,9,2,0,1,0,0,2,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Other,Female,Both,232,203,179,539,101,438,"1,014",597,467,314,236,199,165,110,85,55,36,19,24,9,"4,483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Other,Both Sexes,Nonhispanic,405,369,346,987,190,797,"2,108","1,253",975,614,427,355,298,209,146,115,65,39,35,18,"8,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Other,Both Sexes,Hispanic,15,12,9,32,8,24,71,20,13,12,10,8,11,5,0,4,0,1,3,1,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,Other,Both Sexes,Both,420,381,355,"1,019",198,821,"2,179","1,273",988,626,437,363,309,214,146,119,65,40,38,19,"8,991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,All Races,Male,Nonhispanic,"5,359","5,950","6,178","9,767","3,749","6,018","16,265","8,796","6,624","6,617","6,689","6,584","5,935","4,136","2,961","2,559","2,183","1,751","1,176",697,"100,227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,All Races,Male,Hispanic,327,331,355,868,225,643,"1,750",697,405,365,278,229,175,91,78,82,59,49,24,15,"6,178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,All Races,Male,Both,"5,686","6,281","6,533","10,635","3,974","6,661","18,015","9,493","7,029","6,982","6,967","6,813","6,110","4,227","3,039","2,641","2,242","1,800","1,200",712,"106,405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,All Races,Female,Nonhispanic,"5,124","5,484","6,048","10,705","3,538","7,167","16,388","7,607","6,317","6,962","7,374","7,215","6,090","4,411","3,476","2,910","2,907","2,645","1,821","1,751","105,235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,All Races,Female,Hispanic,351,324,356,"1,014",239,775,"1,608",551,410,355,363,269,184,111,130,95,74,45,38,37,"6,315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,All Races,Female,Both,"5,475","5,808","6,404","11,719","3,777","7,942","17,996","8,158","6,727","7,317","7,737","7,484","6,274","4,522","3,606","3,005","2,981","2,690","1,859","1,788","111,550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,All Races,Both Sexes,Nonhispanic,"10,483","11,434","12,226","20,472","7,287","13,185","32,653","16,403","12,941","13,579","14,063","13,799","12,025","8,547","6,437","5,469","5,090","4,396","2,997","2,448","205,462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,All Races,Both Sexes,Hispanic,678,655,711,"1,882",464,"1,418","3,358","1,248",815,720,641,498,359,202,208,177,133,94,62,52,"12,493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alachua,All Races,Both Sexes,Both,"11,161","12,089","12,937","22,354","7,751","14,603","36,011","17,651","13,756","14,299","14,704","14,297","12,384","8,749","6,645","5,646","5,223","4,490","3,059","2,500","217,955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,White,Male,Nonhispanic,656,718,786,757,492,265,619,610,695,798,751,717,629,489,422,323,238,131,58,43,"9,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,White,Male,Hispanic,13,11,13,33,9,24,38,26,25,33,28,23,13,7,1,2,8,1,1,0,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,White,Male,Both,669,729,799,790,501,289,657,636,720,831,779,740,642,496,423,325,246,132,59,43,"9,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,White,Female,Nonhispanic,677,620,729,742,440,302,533,583,596,741,707,657,591,472,403,331,263,179,157,110,"9,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,White,Female,Hispanic,14,6,13,11,5,6,5,9,9,8,6,4,3,4,2,2,2,1,2,1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,White,Female,Both,691,626,742,753,445,308,538,592,605,749,713,661,594,476,405,333,265,180,159,111,"9,193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,White,Both Sexes,Nonhispanic,"1,333","1,338","1,515","1,499",932,567,"1,152","1,193","1,291","1,539","1,458","1,374","1,220",961,825,654,501,310,215,153,"18,531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,White,Both Sexes,Hispanic,27,17,26,44,14,30,43,35,34,41,34,27,16,11,3,4,10,2,3,1,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,White,Both Sexes,Both,"1,360","1,355","1,541","1,543",946,597,"1,195","1,228","1,325","1,580","1,492","1,401","1,236",972,828,658,511,312,218,154,"18,909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Black,Male,Nonhispanic,94,126,125,152,87,65,200,182,196,189,183,143,100,51,33,30,19,9,5,9,"1,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Black,Male,Hispanic,2,2,0,0,0,0,2,4,2,1,1,2,2,1,0,0,2,1,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Black,Male,Both,96,128,125,152,87,65,202,186,198,190,184,145,102,52,33,30,21,10,5,9,"1,868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Black,Female,Nonhispanic,98,120,156,113,65,48,73,79,95,98,108,76,72,45,29,29,32,21,13,18,"1,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Black,Female,Hispanic,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Black,Female,Both,99,124,156,113,65,48,73,80,95,98,108,76,72,45,29,29,32,21,13,18,"1,281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Black,Both Sexes,Nonhispanic,192,246,281,265,152,113,273,261,291,287,291,219,172,96,62,59,51,30,18,27,"3,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Black,Both Sexes,Hispanic,3,6,0,0,0,0,2,5,2,1,1,2,2,1,0,0,2,1,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Black,Both Sexes,Both,195,252,281,265,152,113,275,266,293,288,292,221,174,97,62,59,53,31,18,27,"3,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Other,Male,Nonhispanic,3,1,5,6,4,2,13,11,11,8,8,6,11,3,6,0,0,0,0,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Other,Male,Hispanic,0,0,0,3,1,2,2,0,1,1,2,2,0,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Other,Male,Both,3,1,5,9,5,4,15,11,12,9,10,8,11,3,6,0,0,0,0,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Other,Female,Nonhispanic,3,7,7,7,5,2,5,6,5,10,10,9,7,8,3,4,3,0,0,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Other,Female,Hispanic,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Other,Female,Both,3,7,7,7,5,2,5,6,5,10,11,10,7,8,3,4,3,0,0,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Other,Both Sexes,Nonhispanic,6,8,12,13,9,4,18,17,16,18,18,15,18,11,9,4,3,0,0,2,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Other,Both Sexes,Hispanic,0,0,0,3,1,2,2,0,1,1,3,3,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,Other,Both Sexes,Both,6,8,12,16,10,6,20,17,17,19,21,18,18,11,9,4,3,0,0,2,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,All Races,Male,Nonhispanic,753,845,916,915,583,332,832,803,902,995,942,866,740,543,461,353,257,140,63,53,"11,379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,All Races,Male,Hispanic,15,13,13,36,10,26,42,30,28,35,31,27,15,8,1,2,10,2,1,0,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,All Races,Male,Both,768,858,929,951,593,358,874,833,930,"1,030",973,893,755,551,462,355,267,142,64,53,"11,688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,All Races,Female,Nonhispanic,778,747,892,862,510,352,611,668,696,849,825,742,670,525,435,364,298,200,170,129,"10,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,All Races,Female,Hispanic,15,10,13,11,5,6,5,10,9,8,7,5,3,4,2,2,2,1,2,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,All Races,Female,Both,793,757,905,873,515,358,616,678,705,857,832,747,673,529,437,366,300,201,172,130,"10,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,All Races,Both Sexes,Nonhispanic,"1,531","1,592","1,808","1,777","1,093",684,"1,443","1,471","1,598","1,844","1,767","1,608","1,410","1,068",896,717,555,340,233,182,"21,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,All Races,Both Sexes,Hispanic,30,23,26,47,15,32,47,40,37,43,38,32,18,12,3,4,12,3,3,1,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,All Races,Both Sexes,Both,"1,561","1,615","1,834","1,824","1,108",716,"1,490","1,511","1,635","1,887","1,805","1,640","1,428","1,080",899,721,567,343,236,183,"22,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,White,Male,Nonhispanic,"3,618","4,088","4,198","4,207","2,585","1,622","3,747","3,971","4,333","5,384","5,244","4,463","4,276","3,528","2,968","2,739","2,360","1,531",847,496,"61,998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,White,Male,Hispanic,127,138,141,129,72,57,178,152,97,153,145,83,63,31,35,35,28,17,4,6,"1,562",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,White,Male,Both,"3,745","4,226","4,339","4,336","2,657","1,679","3,925","4,123","4,430","5,537","5,389","4,546","4,339","3,559","3,003","2,774","2,388","1,548",851,502,"63,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,White,Female,Nonhispanic,"3,337","3,821","4,027","3,885","2,414","1,471","3,346","3,790","4,109","5,208","5,192","4,568","4,288","3,583","3,227","2,879","2,693","2,176","1,225","1,091","62,445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,White,Female,Hispanic,122,126,131,119,67,52,120,141,119,136,119,88,67,48,49,51,34,22,6,9,"1,507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,White,Female,Both,"3,459","3,947","4,158","4,004","2,481","1,523","3,466","3,931","4,228","5,344","5,311","4,656","4,355","3,631","3,276","2,930","2,727","2,198","1,231","1,100","63,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,White,Both Sexes,Nonhispanic,"6,955","7,909","8,225","8,092","4,999","3,093","7,093","7,761","8,442","10,592","10,436","9,031","8,564","7,111","6,195","5,618","5,053","3,707","2,072","1,587","124,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,White,Both Sexes,Hispanic,249,264,272,248,139,109,298,293,216,289,264,171,130,79,84,86,62,39,10,15,"3,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,White,Both Sexes,Both,"7,204","8,173","8,497","8,340","5,138","3,202","7,391","8,054","8,658","10,881","10,700","9,202","8,694","7,190","6,279","5,704","5,115","3,746","2,082","1,602","127,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Black,Male,Nonhispanic,740,813,733,682,420,262,561,603,514,652,607,512,376,226,204,166,135,92,62,45,"7,723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Black,Male,Hispanic,20,22,8,11,8,3,19,28,27,28,24,19,10,3,1,4,2,2,0,0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Black,Male,Both,760,835,741,693,428,265,580,631,541,680,631,531,386,229,205,170,137,94,62,45,"7,951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Black,Female,Nonhispanic,715,789,718,695,422,273,647,659,538,629,665,527,338,270,276,212,211,164,112,91,"8,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Black,Female,Hispanic,24,11,13,12,6,6,16,11,5,4,6,6,1,4,0,2,6,0,1,0,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Black,Female,Both,739,800,731,707,428,279,663,670,543,633,671,533,339,274,276,214,217,164,113,91,"8,378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Black,Both Sexes,Nonhispanic,"1,455","1,602","1,451","1,377",842,535,"1,208","1,262","1,052","1,281","1,272","1,039",714,496,480,378,346,256,174,136,"15,979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Black,Both Sexes,Hispanic,44,33,21,23,14,9,35,39,32,32,30,25,11,7,1,6,8,2,1,0,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Black,Both Sexes,Both,"1,499","1,635","1,472","1,400",856,544,"1,243","1,301","1,084","1,313","1,302","1,064",725,503,481,384,354,258,175,136,"16,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Other,Male,Nonhispanic,122,141,187,166,106,60,147,151,147,160,140,123,104,72,59,32,35,17,9,3,"1,815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Other,Male,Hispanic,12,8,8,9,4,5,7,4,8,6,2,3,2,2,2,2,1,2,2,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Other,Male,Both,134,149,195,175,110,65,154,155,155,166,142,126,106,74,61,34,36,19,11,3,"1,895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Other,Female,Nonhispanic,135,140,158,193,120,73,157,141,173,236,243,227,210,127,97,66,46,21,10,9,"2,389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Other,Female,Hispanic,7,6,9,9,5,4,10,10,8,8,7,7,3,1,1,0,3,0,2,1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Other,Female,Both,142,146,167,202,125,77,167,151,181,244,250,234,213,128,98,66,49,21,12,10,"2,481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Other,Both Sexes,Nonhispanic,257,281,345,359,226,133,304,292,320,396,383,350,314,199,156,98,81,38,19,12,"4,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Other,Both Sexes,Hispanic,19,14,17,18,9,9,17,14,16,14,9,10,5,3,3,2,4,2,4,1,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,Other,Both Sexes,Both,276,295,362,377,235,142,321,306,336,410,392,360,319,202,159,100,85,40,23,13,"4,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,All Races,Male,Nonhispanic,"4,480","5,042","5,118","5,055","3,111","1,944","4,455","4,725","4,994","6,196","5,991","5,098","4,756","3,826","3,231","2,937","2,530","1,640",918,544,"71,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,All Races,Male,Hispanic,159,168,157,149,84,65,204,184,132,187,171,105,75,36,38,41,31,21,6,6,"1,870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,All Races,Male,Both,"4,639","5,210","5,275","5,204","3,195","2,009","4,659","4,909","5,126","6,383","6,162","5,203","4,831","3,862","3,269","2,978","2,561","1,661",924,550,"73,406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,All Races,Female,Nonhispanic,"4,187","4,750","4,903","4,773","2,956","1,817","4,150","4,590","4,820","6,073","6,100","5,322","4,836","3,980","3,600","3,157","2,950","2,361","1,347","1,191","73,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,All Races,Female,Hispanic,153,143,153,140,78,62,146,162,132,148,132,101,71,53,50,53,43,22,9,10,"1,721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,All Races,Female,Both,"4,340","4,893","5,056","4,913","3,034","1,879","4,296","4,752","4,952","6,221","6,232","5,423","4,907","4,033","3,650","3,210","2,993","2,383","1,356","1,201","74,811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,All Races,Both Sexes,Nonhispanic,"8,667","9,792","10,021","9,828","6,067","3,761","8,605","9,315","9,814","12,269","12,091","10,420","9,592","7,806","6,831","6,094","5,480","4,001","2,265","1,735","144,626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,All Races,Both Sexes,Hispanic,312,311,310,289,162,127,350,346,264,335,303,206,146,89,88,94,74,43,15,16,"3,591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay,All Races,Both Sexes,Both,"8,979","10,103","10,331","10,117","6,229","3,888","8,955","9,661","10,078","12,604","12,394","10,626","9,738","7,895","6,919","6,188","5,554","4,044","2,280","1,751","148,217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,White,Male,Nonhispanic,609,589,654,700,438,262,661,709,773,916,872,808,709,622,512,416,344,256,135,86,"10,371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,White,Male,Hispanic,14,28,18,19,10,9,33,45,31,36,32,25,17,8,7,5,7,4,0,2,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,White,Male,Both,623,617,672,719,448,271,694,754,804,952,904,833,726,630,519,421,351,260,135,88,"10,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,White,Female,Nonhispanic,521,542,592,683,408,275,522,503,524,654,758,637,681,590,480,442,392,383,244,234,"9,382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,White,Female,Hispanic,12,12,14,14,9,5,10,18,19,14,13,10,7,8,5,5,5,3,1,0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,White,Female,Both,533,554,606,697,417,280,532,521,543,668,771,647,688,598,485,447,397,386,245,234,"9,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,White,Both Sexes,Nonhispanic,"1,130","1,131","1,246","1,383",846,537,"1,183","1,212","1,297","1,570","1,630","1,445","1,390","1,212",992,858,736,639,379,320,"19,753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,White,Both Sexes,Hispanic,26,40,32,33,19,14,43,63,50,50,45,35,24,16,12,10,12,7,1,2,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,White,Both Sexes,Both,"1,156","1,171","1,278","1,416",865,551,"1,226","1,275","1,347","1,620","1,675","1,480","1,414","1,228","1,004",868,748,646,380,322,"20,254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Black,Male,Nonhispanic,133,170,169,199,112,87,405,454,480,492,405,268,159,73,72,50,39,32,28,19,"3,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Black,Male,Hispanic,3,2,6,1,0,1,12,13,13,5,9,1,1,1,3,1,0,0,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Black,Male,Both,136,172,175,200,112,88,417,467,493,497,414,269,160,74,75,51,39,32,28,19,"3,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Black,Female,Nonhispanic,137,175,181,131,90,41,111,119,113,100,138,153,77,59,61,58,53,48,28,39,"1,781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Black,Female,Hispanic,2,2,1,1,0,1,1,1,0,1,2,3,0,1,1,0,0,0,1,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Black,Female,Both,139,177,182,132,90,42,112,120,113,101,140,156,77,60,62,58,53,48,29,39,"1,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Black,Both Sexes,Nonhispanic,270,345,350,330,202,128,516,573,593,592,543,421,236,132,133,108,92,80,56,58,"5,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Black,Both Sexes,Hispanic,5,4,7,2,0,2,13,14,13,6,11,4,1,2,4,1,0,0,1,0,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Black,Both Sexes,Both,275,349,357,332,202,130,529,587,606,598,554,425,237,134,137,109,92,80,57,58,"5,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Other,Male,Nonhispanic,5,7,17,11,6,5,13,15,13,13,20,11,11,4,3,3,1,1,0,0,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Other,Male,Hispanic,1,2,0,0,0,0,8,2,5,3,3,2,1,0,1,0,0,0,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Other,Male,Both,6,9,17,11,6,5,21,17,18,16,23,13,12,4,4,3,1,1,0,0,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Other,Female,Nonhispanic,7,11,11,7,3,4,11,7,10,10,12,12,15,6,7,6,4,0,0,1,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Other,Female,Hispanic,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Other,Female,Both,7,11,12,8,4,4,12,7,12,10,12,12,15,6,7,6,4,0,0,1,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
